RMS,Mean,Variance,CrestFactor,Energy,DominantFreq,Skewness,Kurtosis,ZeroCrossingRate,PeakToPeak,SignalEntropy,SpectralFlux,RMSFreq,Label
0.03669527,-4.00E-05,0.001347857,2.299509,1.37886,947.4609,-0.001589015,2.263623,0.04589844,0.1621704,6.609019,1128.76,1.174248,2
0.02453995,-0.000208885,0.000602754,3.256956,0.616662,1248.926,0.05595719,3.207236,0.04882812,0.1510315,7.09255,241.6897,0.7852784,2
0.03714997,0.000170857,0.00138144,2.441408,1.413243,947.4609,0.03358811,2.468684,0.04589844,0.178772,5.802222,1223.829,1.188799,2
0.024652,-7.87E-06,0.000608316,2.890578,0.6223066,990.5273,-0.05755865,3.036418,0.05664062,0.1335449,6.438013,266.3768,0.7888643,2
0.03674252,0.00033924,0.001351218,2.469312,1.382413,947.4609,-0.02034008,2.512015,0.04492188,0.1745605,6.489317,1120.633,1.175761,2
0.03210854,2.21E-05,0.001031965,3.24959,1.055701,1248.926,0.005892293,3.65171,0.05371094,0.2070618,6.663788,556.619,1.027473,2
0.03449749,7.67E-05,0.001191234,2.359313,1.218638,947.4609,-0.02441015,2.314751,0.04589844,0.1586914,6.910869,1118.087,1.10392,2
0.03402631,0.000186056,0.001158887,2.39019,1.185577,947.4609,-0.01870792,2.299186,0.046875,0.1568909,6.615414,918.5239,1.088842,2
0.02861925,0.000195801,0.000819823,3.228848,0.8387191,990.5273,-0.09895958,3.786861,0.05371094,0.1843872,6.306528,340.1536,0.9158158,2
0.03344639,-0.000538319,0.001119465,2.596783,1.145509,947.4609,-0.01090978,2.745666,0.04394531,0.1728516,6.254003,901.1068,1.070285,2
0.02272445,-0.000414133,0.000516734,3.350636,0.5287941,990.5273,-0.08516453,4.101919,0.05175781,0.1430359,6.711507,293.1706,0.7271824,2
0.02913212,-7.73E-05,0.000849504,2.903831,0.8690485,990.5273,-0.06570434,3.426627,0.05078125,0.1602783,6.350936,416.5266,0.9322277,2
0.03573967,0.000341356,0.001278456,2.528354,1.30798,947.4609,-0.03706995,2.472141,0.04785156,0.1697083,6.7572,1115.612,1.143669,2
0.02783573,5.26E-05,0.000775583,2.683853,0.793424,990.5273,0.01567943,3.153279,0.05078125,0.1460571,6.224322,317.4636,0.8907433,2
0.03104879,0.000245303,0.000964909,2.779616,0.9871638,947.4609,-0.0784395,2.943145,0.04394531,0.1620483,6.208622,606.8911,0.9935611,2
0.03515256,-0.000160664,0.001236884,2.516757,1.265359,1248.926,0.01245601,2.365552,0.05273438,0.1725159,5.664073,1045.782,1.124881,2
0.03750841,0.000378311,0.001408113,2.743525,1.440646,1248.926,-0.00395781,2.7873,0.04785156,0.1914368,7.165642,1396.729,1.200269,2
0.02811894,-0.000160813,0.000791422,2.82613,0.809651,990.5273,0.06889415,3.209124,0.05078125,0.1557617,5.774155,395.5239,0.8998055,2
0.1552545,-0.000821531,0.02412684,1.542837,24.68246,602.9297,-0.01820378,1.553809,0.02832031,0.4713135,6.884291,16071.59,4.968145,3
0.1678549,0.00188601,0.02819926,1.611921,28.85149,602.9297,0.00392134,1.61169,0.02832031,0.5333557,6.663629,28642.19,5.371358,3
0.1626464,-0.000133753,0.02647971,1.582296,27.08876,602.9297,-0.01917212,1.611819,0.02734375,0.5026855,6.869052,22518.03,5.204686,3
0.1681541,-0.002451658,0.02829742,1.580378,28.95442,602.9297,0.04683684,1.65945,0.02832031,0.5252686,6.15492,31149.41,5.38093,3
0.1665231,-0.002705753,0.02774971,1.587244,28.39546,602.9297,0.03496912,1.607068,0.02832031,0.5202942,5.428617,30859.24,5.328736,3
0.1559754,0.001313418,0.02435038,1.585207,24.91222,602.9297,-0.01612771,1.632603,0.02929688,0.4902954,6.846509,26156.66,4.991213,3
0.1541927,0.002680808,0.02379145,1.58592,24.34601,602.9297,-0.05868489,1.639524,0.02929688,0.4822693,5.147036,16121.16,4.934165,3
0.1633592,-0.002689689,0.02670507,1.598743,27.32669,602.9297,0.02251884,1.603899,0.02832031,0.5209351,6.029337,26057.98,5.227494,3
0.1679265,-0.001513988,0.02822459,1.583792,28.8761,602.9297,0.03078522,1.666264,0.02832031,0.5298767,6.713952,32693.98,5.373648,3
0.155903,-0.001440704,0.02432743,1.617459,24.88909,602.9297,0.02667444,1.619738,0.02832031,0.4978943,6.641476,29508.01,4.988896,3
0.1562363,-0.002856612,0.02442548,1.618892,24.99562,602.9297,0.02833192,1.618622,0.02832031,0.5053711,5.158888,25210.79,4.999559,3
0.1648195,-0.002527297,0.02718563,1.583097,27.81745,602.9297,0.04276393,1.606659,0.02832031,0.519928,5.272385,33092.48,5.274222,3
0.1612471,0.002423614,0.02602017,1.520512,26.62465,602.9297,-0.01755868,1.587148,0.02636719,0.4902954,5.994483,18383.24,5.159908,3
0.1523438,-0.002033859,0.02322717,1.559295,23.76563,602.9297,0.01657912,1.587645,0.02832031,0.4727173,6.427441,27160.74,4.874999,3
0.1579351,0.001414925,0.02496587,1.604184,25.54214,602.9297,0.009116649,1.621733,0.02734375,0.5019836,6.757183,29211.37,5.053923,3
0.1545879,0.000640154,0.02392037,1.593711,24.47096,602.9297,0.01524994,1.578109,0.02734375,0.4855042,6.768667,32455.57,4.946813,3
0.1544954,0.001605093,0.02388958,1.648788,24.44169,602.9297,-0.000460529,1.669685,0.02929688,0.507782,6.912347,24693.49,4.943854,3
0.1727315,-0.002213538,0.02986045,1.560759,30.55225,602.9297,0.03183087,1.578655,0.02734375,0.5375366,6.543659,34958.38,5.527409,3
0.1634926,0.002682716,0.02674875,1.523708,27.37135,602.9297,-0.01543425,1.581584,0.02636719,0.4969177,5.591287,19336.25,5.231762,3
0.1687159,0.001757085,0.0284898,1.596279,29.14823,602.9297,0.002161797,1.583347,0.02734375,0.5284119,6.554831,33490.04,5.398909,3
0.1501079,-0.002903432,0.02254598,1.651644,23.07317,602.9297,0.03733234,1.611019,0.02734375,0.4907532,5.273147,25891.11,4.803452,3
0.1698644,0.002617151,0.02887527,1.552429,29.54642,602.9297,-0.005458808,1.603465,0.02734375,0.5262451,5.28021,34215.66,5.435664,3
0.1559967,-0.001837164,0.02435537,1.619227,24.919,602.9297,0.0168009,1.601086,0.02832031,0.5037842,6.641751,30035.64,4.991894,3
0.1589218,-0.000483662,0.02528058,1.554474,25.86228,602.9297,-0.007701934,1.603014,0.02734375,0.4924927,6.841844,16602.84,5.085497,3
0.1621126,-0.002878189,0.02629788,1.595978,26.91122,602.9297,0.03336241,1.625636,0.02734375,0.5166321,5.476944,27084.74,5.187603,3
0.1614121,-0.000449568,0.02607913,1.586455,26.67915,602.9297,0.02040173,1.661675,0.02832031,0.5121155,6.797482,32691.74,5.165185,3
0.1579784,0.000167042,0.02498154,1.568779,25.55615,602.9297,0.000585853,1.559044,0.02832031,0.4901733,6.99264,29868.1,5.055308,3
0.1649937,0.002794772,0.02724172,1.601401,27.87629,602.9297,-0.01227984,1.596262,0.02832031,0.5265808,6.217987,26575.54,5.279799,3
0.1552412,0.000162005,0.02412337,1.568722,24.67823,602.9297,-0.01277084,1.56813,0.02832031,0.4781189,6.963926,16377.71,4.967717,3
0.1620224,-0.002289236,0.02627168,1.56202,26.8813,602.9297,0.01457353,1.598397,0.02734375,0.4985657,6.302814,21583,5.184717,3
0.1625331,-0.001507103,0.02644056,1.551855,27.05103,602.9297,0.01105712,1.612408,0.02832031,0.503418,6.699897,18543.58,5.20106,3
0.1582507,-0.002306819,0.02506244,1.56608,25.64433,602.9297,-0.009071155,1.587458,0.02734375,0.4850159,6.053657,16651.63,5.064024,3
0.1645678,-0.001206219,0.02710757,1.531185,27.73253,602.9297,-0.003177988,1.574654,0.02734375,0.5037842,6.812824,22818.59,5.26617,3
0.1586305,0.002871484,0.02517998,1.597921,25.76757,602.9297,-0.03516519,1.647415,0.02832031,0.5044861,5.561571,15641.11,5.076176,3
0.158661,0.000860184,0.02519717,1.625119,25.77747,602.9297,-0.004926099,1.616655,0.02734375,0.5099792,6.9395,27513.99,5.07715,3
0.1581401,-0.001526833,0.02503041,1.590911,25.6085,602.9297,-0.007436395,1.602351,0.02734375,0.4984741,6.689981,18505.58,5.060483,3
0.1541886,-0.002559572,0.02379078,1.556077,24.34469,602.9297,-0.004486027,1.571195,0.02734375,0.4690857,5.461044,14860.22,4.934033,3
0.1661622,0.002863199,0.02762866,1.52641,28.27251,602.9297,-0.02223558,1.576115,0.02734375,0.5042114,5.378713,19688.91,5.317187,3
0.1565142,0.002597392,0.02451389,1.605293,25.08463,602.9297,-0.04020703,1.636881,0.02832031,0.4904175,5.967973,16307.06,5.008454,3
0.1667401,0.000786156,0.02782882,1.548024,28.46952,602.9297,-0.00838396,1.563546,0.02734375,0.5104065,6.848822,23015.25,5.335683,3
0.1639985,0.002684951,0.02691458,1.566087,27.54099,602.9297,-0.03227348,1.626082,0.02636719,0.5122986,5.898568,16988.16,5.247952,3
0.1615402,-0.001359284,0.02611889,1.557804,26.72152,602.9297,-0.01752057,1.602785,0.02734375,0.4988098,6.677179,18207.61,5.169285,3
0.1681219,0.002807945,0.0282847,1.53639,28.94332,602.9297,-0.01733618,1.579638,0.02636719,0.5164185,5.457931,20168.68,5.379901,3
0.1560001,0.002352059,0.02435428,1.606084,24.9201,602.9297,-0.0507112,1.665382,0.02929688,0.490448,5.986885,14998.55,4.992002,3
0.1651355,0.000644088,0.02729597,1.59208,27.9242,602.9297,-0.01151269,1.630154,0.02636719,0.5168457,6.678795,19984.34,5.284333,3
0.1536007,0.001531124,0.02361388,1.666936,24.1594,602.9297,0.002209375,1.666296,0.02929688,0.5055237,6.906225,23262.1,4.915221,3
0.1548872,0.001983672,0.02400956,1.587675,24.56581,602.9297,-0.03638865,1.648165,0.02734375,0.4852295,6.462264,14132.49,4.956391,3
0.1666953,0.002458811,0.02780841,1.547525,28.4542,602.9297,-0.02987772,1.586813,0.02636719,0.5125122,5.890922,19556.38,5.334249,3
0.1553032,-0.002383113,0.02413697,1.567899,24.69793,602.9297,0.02163053,1.671917,0.02832031,0.4847717,5.775503,18188.43,4.9697,3
0.1576156,0.001205117,0.02486552,1.583426,25.43892,602.9297,-0.03506143,1.640413,0.02734375,0.4917603,6.635848,14870.58,5.0437,3
0.1658893,-0.000742078,0.02754561,1.542902,28.17972,602.9297,-1.48E-05,1.590794,0.02734375,0.5107117,6.894399,20539.12,5.308457,3
0.1572648,0.002608597,0.02474957,1.576674,25.32578,602.9297,-0.05907625,1.635804,0.02929688,0.4858398,5.736346,14918.18,5.032473,3
0.1635453,0.001712203,0.02677027,1.557365,27.38899,602.9297,-0.01383654,1.618105,0.02636719,0.5090027,6.548253,16201.6,5.233449,3
0.1584592,0.001938581,0.02513009,1.609663,25.71194,602.9297,-0.03122333,1.614151,0.02832031,0.5035095,6.412423,16561.45,5.070694,3
0.1651861,0.000952482,0.0273122,1.567945,27.94131,602.9297,-0.01611825,1.629826,0.02832031,0.5170288,6.843858,16779.19,5.285953,3
0.1614294,-0.001339614,0.02608313,1.570783,26.68488,602.9297,-0.001652694,1.589928,0.02832031,0.5003967,6.661639,18473.01,5.165741,3
0.1688279,0.002609611,0.02852391,1.570817,29.18693,602.9297,-0.007719534,1.608838,0.02832031,0.5285339,5.908098,29804.63,5.402493,3
0.1647499,0.002752572,0.02716147,1.582099,27.79395,602.9297,-0.03349767,1.613565,0.02734375,0.5194092,5.745144,16000.1,5.271997,3
0.1650401,0.00070411,0.02726436,1.581906,27.89195,602.9297,-0.01698906,1.585814,0.02832031,0.5175781,6.820352,20045.55,5.281282,3
0.1669539,-0.002893925,0.02789247,1.572729,28.54258,602.9297,0.02520706,1.649425,0.02832031,0.5249634,5.28981,17923.59,5.342525,3
0.1557902,-0.002634406,0.02428736,1.558101,24.85308,602.9297,0.004268821,1.582174,0.02734375,0.4820557,5.841617,14429.86,4.985286,3
0.1633571,0.002423495,0.02670573,1.581017,27.32598,602.9297,-0.04716905,1.636668,0.02929688,0.5047913,6.169406,18580.82,5.227427,3
0.1750704,0.000516951,0.03067934,1.519861,31.38524,602.9297,-0.007109108,1.554883,0.02734375,0.5311279,6.89198,26446.6,5.602252,3
0.1678156,-0.000572175,0.02818926,1.58593,28.83796,602.9297,-0.01248689,1.588218,0.02832031,0.5242004,6.930796,18751.43,5.370098,3
0.1649344,0.001425773,0.02722789,1.572928,27.85622,602.9297,-0.03555771,1.624056,0.02734375,0.5144958,6.756905,19610.91,5.277899,3
0.1741457,0.001784265,0.03035319,1.570165,31.05458,602.9297,-0.00956328,1.615689,0.02636719,0.5424194,6.481405,26189.61,5.572663,3
0.1724773,-0.000462502,0.02977728,1.560936,30.46238,602.9297,-0.0072195,1.608279,0.02734375,0.5373535,6.87392,21827.64,5.519274,3
0.1671218,0.002226233,0.02795204,1.589044,28.60001,602.9297,-0.006059631,1.608606,0.02832031,0.5299377,6.117167,32613.74,5.347897,3
0.1668567,-0.00136891,0.02786648,1.57895,28.50933,602.9297,-0.006538621,1.619613,0.02734375,0.5218506,6.794447,19972.85,5.339412,3
0.1678687,0.00240618,0.02820164,1.598518,28.85621,602.9297,-0.02764656,1.61712,0.02832031,0.5316467,6.08695,22377.17,5.371797,3
0.1735659,-0.00025937,0.0301545,1.571718,30.84812,602.9297,0.007952764,1.647131,0.02636719,0.5435791,6.738943,26462.77,5.554108,3
0.1718851,-0.002991468,0.0295644,1.565072,30.25354,602.9297,0.02441202,1.631737,0.02734375,0.5346985,5.360504,21351.39,5.500324,3
0.1552075,0.002514333,0.02410658,1.545664,24.66751,602.9297,-0.03481641,1.581992,0.02734375,0.4759216,5.63558,17307.83,4.96664,3
0.1690728,-0.002919853,0.02860501,1.56042,29.27165,602.9297,0.009486514,1.573457,0.02832031,0.5232239,5.787429,19806.96,5.410327,3
0.1677721,-0.002852201,0.02816684,1.558511,28.823,602.9297,-0.000277466,1.592188,0.02734375,0.5178223,5.185338,20736.95,5.368702,3
0.1696628,-0.002525181,0.02880721,1.596903,29.47631,602.9297,0.02944855,1.633745,0.02832031,0.5339355,5.87817,26530.83,5.429209,3
0.1757677,-0.001761109,0.03092136,1.542827,31.63574,602.9297,0.01549484,1.592304,0.02734375,0.5403748,6.631637,27691.82,5.624565,3
0.1685272,0.001289606,0.02842753,1.591547,29.08307,602.9297,-0.01556412,1.640842,0.02734375,0.5355835,6.835821,19676.21,5.392869,3
0.1598141,-0.000797123,0.02556488,1.616449,26.15353,602.9297,0.005539477,1.579623,0.02832031,0.5153503,6.916355,29785.51,5.114051,3
0.1658705,0.001073092,0.02753878,1.558715,28.17335,602.9297,-0.02486153,1.568387,0.02832031,0.5076904,6.945982,21937.19,5.307857,3
0.1686801,0.000720471,0.02848026,1.553378,29.13585,602.9297,0.000564783,1.596786,0.02832031,0.5227966,6.740159,25819.48,5.397762,3
0.1714211,0.001884758,0.02941033,1.544918,30.09042,602.9297,-0.006983501,1.573121,0.02734375,0.5272827,6.553469,28478.83,5.485472,3
0.1638237,-0.00265047,0.02685741,1.5767,27.48232,602.9297,0.02998278,1.596823,0.02734375,0.507843,5.568674,27935.23,5.242357,3
0.1638897,-0.000742495,0.02688553,1.59692,27.50447,602.9297,0.01712479,1.617959,0.02832031,0.5161438,6.767384,27968.51,5.244469,3
0.151073,0.001377285,0.02284346,1.573825,23.3708,602.9297,-0.02613834,1.61985,0.02832031,0.4709778,6.794594,13584.97,4.834336,3
0.1637627,-0.00183925,0.02684106,1.590704,27.46187,602.9297,0.01495203,1.611586,0.02832031,0.519043,6.496997,26580.72,5.240407,3
0.1688298,-0.000816494,0.02853069,1.58761,29.18758,602.9297,0.01461822,1.614838,0.02832031,0.5286865,6.739841,27753.6,5.402553,3
0.1652507,0.002384156,0.02732879,1.597249,27.96317,602.9297,-0.008339618,1.609338,0.02832031,0.5208435,5.928216,28906.38,5.288022,3
0.1561592,-0.002513587,0.02440321,1.620864,24.97095,602.9297,0.02151709,1.610864,0.02832031,0.5041809,6.028293,26033.41,4.997095,3
0.1563227,0.00277698,0.02445296,1.640057,25.02329,602.9297,-0.01612553,1.648968,0.02929688,0.5014954,5.975672,23805.85,5.002328,3
0.1518366,0.000980765,0.02307593,1.577165,23.60767,602.9297,-0.006914886,1.662413,0.02929688,0.4772034,6.865152,22114.12,4.85877,3
0.1560968,0.002364278,0.02438443,1.636565,24.951,602.9297,-0.007952021,1.673643,0.02929688,0.5064392,6.303633,22785.42,4.995098,3
0.1720566,0.002899617,0.029624,1.57504,30.31396,602.9297,-0.02081045,1.624581,0.02734375,0.5388794,5.658662,22166.23,5.505814,3
0.1670539,0.000404626,0.02793412,1.586585,28.57678,602.9297,-0.005660981,1.63731,0.02734375,0.5289612,6.908195,22535.93,5.345725,3
0.1635517,0.00300777,0.02676624,1.592757,27.39114,602.9297,-0.02983801,1.642107,0.02832031,0.5204468,5.198385,20480.83,5.233652,3
0.1686538,-0.002005696,0.02846788,1.546201,29.12676,602.9297,0.004668355,1.565056,0.02832031,0.5213013,6.687497,22193.48,5.39692,3
0.1598496,-0.001649529,0.02557413,1.554425,26.16513,602.9297,0.005889996,1.58727,0.02734375,0.4952698,6.611698,21082.91,5.115186,3
0.1617584,0.001446664,0.02618925,1.584002,26.79375,602.9297,-0.03126994,1.641138,0.02929688,0.5032043,6.739028,20357.1,5.176266,3
0.1614773,-4.62E-05,0.0261004,1.577877,26.70071,602.9297,-0.01166856,1.612021,0.02734375,0.5052185,6.903169,23791.53,5.167272,3
0.1607922,0.000901699,0.02587859,1.522157,26.47463,602.9297,-0.01050584,1.549991,0.02832031,0.487793,6.962985,25711.43,5.14535,3
